,Topic,Count,Name,Representation,Representative_Docs
0,-1,4590,-1_空气_时候_感觉_味道,"['空气', '时候', '感觉', '味道', '一天', '流通', '同事', '工作', '知道', '自己']","['带  师傅出差去 ，感觉   空气  轻松 ，阳光  明媚', '韩国效果最好 迷 空气净化器，它  韩国DR.USB IHC-DR H 迷 空气净化器，适合小型空间，可以车载   卧室 可以抗菌 去除微尘 去除异味 抗病毒提升免疫力，对抗雾霾有显著效果，USB接口供电，无需充电，无需更换过滤网，没有其他费用产生，  真正 便携式氧吧 北京等多个北方城市', '\ue627河南城建学院 \ue627河南城建学院 \ue627河南城建学院  亲爱 同学们，大家  冲动，作为皇家城建 学生， 们 动之以情 晓之以理，大家想想，宿舍没有空调，尤其学校大部分 南方 同学，没有经历过这么冷 温度，如果感冒 会 会大规模传染，会 会与新冠疫情联想到一起发生骚乱，第二']"
1,0,419,0_净化空气_植物_作用_绿植,"['净化空气', '植物', '作用', '绿植', '链接', '发财树', '家中或', '空气凤梨', '清新空气', '美观养眼']","['超火 多肉组合，水培好养易成活，净化空气，美化 居室环境，适宜摆 客厅 卧房   ，既有视觉美感 寄意吉祥', '颗多肉+ 个玻璃花盆+营养液组合盆栽， . 入，超火组合，水培好养易成活，净化空气，美化 居室环境，适宜摆 客厅 卧房   ，既有视觉美感 寄意吉祥', '颗多肉+ 个玻璃花盆+营养液组合盆栽， . 入，超火 多肉组合，水培好养易成活，净化空气，美化 居室环境，适宜摆 客厅 卧房   ，既有视觉美感 寄意吉祥']"
2,1,317,1_空气炸锅_红薯_好吃_烤红薯,"['空气炸锅', '红薯', '好吃', '烤红薯', '微波炉', '分钟', '烤箱', '冰箱', '带到', '香味']","['昨天吃 这个芝士蜜薯开啦 空气炸锅 烤箱 可以  觉得火大点好吃，烤焦一点  喜欢芝士跟红薯分离 吃法，  上面一层 芝士，下面 红薯 如果喜欢吃芝士跟红薯交融 ，可以烤之前搅拌一下  . 元 盒， 们 昨天一下午全部吃完  这个 需 冰冻保存 ，如果收货会比较 及时 话', '咱 小伙伴捣鼓  空气炸锅  烤栗子教程， 给大家分 一下   把咱们 迁西板栗稍微洗一下，再放到通风处晾干  拿出“祖传” 空气炸锅，设置 度 分钟，中间暂停 - 分钟再继续；再设置一次 度 分钟，烤完后让它 锅 静置 - 分钟 可以拿出来吃  （有条件 可以 板栗上刷黄油', '立冬后，吃三样，喝三样 吃三样 老话讲 药补 如食补 人离 开五谷杂粮，养生 关键 饮食   羊肉羊肉性温，能够御风寒补身体，冬季吃羊肉能够让 们寒冷 身体暖和起来 羊肉同萝卜同煮能提供给 们所需 能量与营养 对于 喜欢吃羊肉 人来 ，还可以把羊肉换成牛肉或者乌鸡   冬瓜']"
3,2,312,2_北京_上海_深圳_厦门,"['北京', '上海', '深圳', '厦门', '空气', '地铁', '空气质量', '天津', '天气', '西藏']","['财宝宝 厦门 胡建人心中 白 光厦门最好  空气质量 完全没有污染，蓝天白云，亚热带风光 厦门 城市风光超级漂亮 老建筑很多 金黄色 琉璃瓦 厦门美食 非常非常好 厦门本地人没有胖子 因为饮食结构科学 特色海蛎煎，  小牡蛎加鸡蛋 油炸一下 像个', '转 厦门 胡建人心中 白 光厦门最好  空气质量 完全没有污染，蓝天白云，亚热带风光 厦门 城市风光超级漂亮 老建筑很多 金黄色 琉璃瓦 厦门美食 非常非常好 厦门本地人没有胖子 因为饮食结构科学 特色海蛎煎，  小牡蛎加鸡蛋 油炸一下 像个大饼', '厦门 胡建人心中 白 光厦门最好  空气质量 完全没有污染，蓝天白云，亚热带风光 厦门 城市风光超级漂亮 老建筑很多 金黄色 琉璃瓦 厦门美食 非常非常好 厦门本地人没有胖子 因为饮食结构科学 特色海蛎煎，  小牡蛎加鸡蛋 油炸一下 像个大饼 还']"
4,3,238,3_冬天_下雪_冷空气_二十多度,"['冬天', '下雪', '冷空气', '二十多度', '空调', '冷空气来', '外套', '毛衣', '太冷', '感冒']","['立冬一过，气温骤降，如约而至 冷空气 提醒人们，冬天到  无论  家 还  ， 少人 感受到 冷空气 魔力， 时手脚冰凉 这时，除 打个哆嗦 裹紧被子或 换上厚衣服， 或许还需 一套冬季暖身操  “煲剧” 间隙或 工间课余，把冰冷 四肢温暖起来 戳图', '冬天 ，很多姑娘 光个腿 殊 知有些漂亮女人家  二十多度，下楼到车库 ，坐进车  预先调好 二十多度 到  还 二十多度 只 她想， 可以一直 这种室温 过冬  别以为她晒 到太阳做  运动，她即使没有阳光房，至少 有几扇大冬天 能晒到脸烫 落地窗 然后 下班 挤公交地铁', '冬天 ，很多姑娘 光 个大白腿 殊 知有些漂亮女人家  二十多度，下楼到车库 ，坐进车  预先调好 二十多度 到  还 二十多度 只 她想， 可以一直 这种室温 过冬  别以为她晒 到太阳做  运动，她即使没有阳光房，至少 有几扇大冬天 能晒到脸烫 落地窗 然后 下班 挤']"
5,4,235,4_安眠药_有安眠药_空气_严重怀疑,"['安眠药', '有安眠药', '空气', '严重怀疑', '怀疑', '好困', '有安眠药吗', '安眠药吗', '空气中有安眠药', '空气有安眠药']","['空气中弥漫 安眠药 安眠药', '感觉  空气   安眠药', '空气    放 安眠药']"
6,5,230,5_抽烟_烟味_二手烟_吸烟,"['抽烟', '烟味', '二手烟', '吸烟', '空气净化器', '吸二手烟', '每天', '禁止吸烟', '香烟', '空气']","['奶奶    一万遍 桌上 空气净化器  暖风 ，同个人还  问 几遍 这怎么 冷风🙄下次  站起来  因为坐 对面这个胖子同事和那边那个油嘴滑舌同事抽烟 抽烟 抽烟  经常有老毕登进 抽，  敢叫他们滚出去只好买个小风扇行 吧  很懦弱  再问 等于 跟他们 这 空气净化器', '抽烟 人真没素质  室内抽烟  有病当 别人面抽有尊重过别人吗全 女生 两个破男人天天抽，臭死 ，合  们 抽烟   空气净化器 ，真 害人 闻久 心脏肺  舒服，头 晕感恩 爸一直 抽烟，并且和 一样反感烟味和 爸 这事， 爸 立马劝 辞职，身体', '求助贴 “请问大家怎么有效控制  二手烟 上班 地方  除 之外 几个人 抽烟 整个  充斥 难闻 烟味有没有  空气净化器”']"
7,6,129,6_老师_学习_h老师_导师,"['老师', '学习', 'h老师', '导师', '名字', '隔壁', '小学生', '孕妇', '门口', '考试']","['论现  孩子有多清醒 “老师， 以后可千万  生孩子， 然吃亏   ” “好 好 ”p 体育老师疯狂跟 吐槽 们班体育一塌糊涂p 这  们班  导游   们班导游 帅死   老师 什么 导游摔死 ？p 啥 没准备 喂空气给小鹿吃p 这几个笨', '上完课还剩几分钟，跟学生无意间提到 他们语文老师因为 结婚，有个七天 婚假， 跟他们   想再多上一节课，太累 😔后面男生起哄问 ，老师 咋 结个婚，  没对象 ， 跟空气结婚吗？立马 有个男生跟  ，老师 挺喜欢比 大个十来岁 姐姐 接 又有 男生 ，女大三抱', '刚刚有学生冲到 ，跟他们班主任  “老师!老师!x拉裤裆 !!”em下课时分， 老师学生 比较多  嗯 最怕空气突然 安静   过他们班主任真  ，太会处理事情  她 跟来报告 学生  们  大声笑话他，先赶紧 近带他去教师厕所，过一会儿，这个学生低 头进来之后 没骂他，']"
8,7,112,7_周一_咖啡_音乐_早晨总,"['周一', '咖啡', '音乐', '早晨总', '周一总', '浓郁', '早晨', '最喜欢', '比如', '心情']","['周一 早晨总 让 感觉有些沉重，但 发现简单 小确幸能带来意外 快乐😊 比如，打开窗户，呼吸到新鲜空气，阳光洒 脸上 感觉让 精神焕发☀️  喜欢 咖啡馆点一杯香浓 咖啡，热气腾腾 香气伴随 轻音乐，让 暂时忘记工作 压力☕ 午餐时， 会特意选择自己最喜欢', '周一 工作总 充满挑战，让 有时觉得压力重重，但 总能找到一些小乐趣来点亮  一天🌟 早上， 会泡一杯 最爱 咖啡，浓郁 香气瞬间让 精神焕发☕️   常工作中， 会偶尔听听自己喜欢 音乐，让心情放松一下🎶 午餐时间， 喜欢和同事们一起分 美食，互相', '周一 早晨总 让 感到一丝沉重， 过 喜欢用小巧 方式来为自己增添一份快乐 ☀️ 每当 起床时，泡一杯香浓 咖啡，浓郁 香气瞬间驱散   疲惫，唤醒   心情 ☕️  赶往  路上， 会听一些轻松 音乐，让节奏感包围  身心，瞬间让 拥有 好心情 🎶 工']"
9,8,100,8_香水_会让_物品做几下深呼吸_桌上摆放一些微型植物或者香氛吊饰,"['香水', '会让', '物品做几下深呼吸', '桌上摆放一些微型植物或者香氛吊饰', '再昏昏欲睡', '闻一下', '大自然中', '如果由于空气', '流通而感到烦闷时', '立刻觉得恍若置身于美丽']","['隆鼻综合肋骨鼻修复   桌上摆放一些微型植物或者香氛吊饰 干花，如果由于空气 流通而感到烦闷时，可对 这些清新怡人 物品做几下深呼吸，清香 气味有清醒头脑 作用， 会让  再昏昏欲睡 “ 精神 振 时候，闻一下，立刻觉得恍若置身于美丽 大自然中，闭上眼睛，', '桌上摆放一些微型植物或者香氛吊饰 干花，如果由于空气 流通而感到烦闷时，可对 这些清新怡人 物品做几下深呼吸，清香 气味有清醒头脑 作用， 会让  再昏昏欲睡 “ 精神 振 时候，闻一下，立刻觉得恍若置身于美丽 大自然中，闭上眼睛，   乏闷便消失得无影无踪  心理', '桌上摆放一些微型植物或者香氛吊饰 干花，如果由于空气 流通而感到烦闷时，可对 这些清新怡人 物品做几下深呼吸，清香 气味有清醒头脑 作用， 会让  再昏昏欲睡 “ 精神 振 时候，闻一下，立刻觉得恍若置身于美丽 大自然中，闭上眼睛，   乏闷便消失得无影无踪']"
10,9,100,9_凯酱_发个_她根本_姜以晴,"['凯酱', '发个', '她根本', '姜以晴', '度心', '自己', '请到公', '小李', '鲁迅', '知道']","['\ue627推文少女 君 投槁/ ，伸出一只手作挽留，心想 您得意什么，您  知道小舒 哪  片刻后他讪讪地放下手，算 ，他们家小顾总想打黎拓明   一天两天 事 ，便拿起手机打给公关部 “喂，小顾总可能又 惹事 ， 们先做好准备 ”顾师洋出 晴掣 大门，那骚气', '\ue627孔曼冬姐姐  薄彦顺 林琳 眼光，看 她身后 徐思甜一眼，对林琳  “依旧 敢兴趣 ”听到这个回答，徐思甜倒 没有太大 反应，好像薄彦那句话只 空气一样 她根本  乎 “ 们  男女朋友吗？小彦哥， 为什么对她还  感兴趣？”薄彦看 徐思甜根本', '\ue627施依梦 个人 記  薄彦顺 林琳 眼光，看 她身后 徐思甜一眼，对林琳  “依旧 敢兴趣 ”听到这个回答，徐思甜倒 没有太大 反应，好像薄彦那句话只 空气一样 她根本  乎 “ 们  男女朋友吗？小彦哥， 为什么对她还  感兴趣？”薄彦看 徐思甜']"
11,10,93,10_工作_加班_越走越顺_人生无须开挂,"['工作', '加班', '越走越顺', '人生无须开挂', '吞下', '下班', '身处低位时', '身处中层时', '身处高位时', '忠诚']","['忙碌完一天 工作，回到家 时候已经天黑 ，   这个时候才觉得这个时间 属于自己 ，有时候真 很迷茫，每天那么累 早出晚归，到手 工资 这么一点，到底 什么原因还坚持  继续工作 看过一篇文章  成 人 世界有  懂 孤单， 们 敢生病， 敢请假， 敢任性 做一些自己 想做', '﹊职场混得再难，  吞下 个小道理，人生无须开挂，越走越顺 行走职场，升职加薪，行稳致远，需 稳扎稳打 步步为营 厚积薄发 职场如江湖，再苦再难  吞下 个道理，人生无须开挂，少走弯路，越走越顺，早知道早受益   身处低位时 靠谱，身处中层时 忠诚，身处高位时 有格', '职场混得再难，  吞下 个小道理，人生无须开挂，越走越顺 行走职场，升职加薪，行稳致远，需 稳扎稳打 步步为营 厚积薄发 职场如江湖，再苦再难  吞下 个道理，人生无须开挂，少走弯路，越走越顺，早知道早受益   身处低位时 靠谱，身处中层时 忠诚，身处高位时 有格局 当  底']"
12,11,92,11_味道_感觉空气_空气_弥漫,"['味道', '感觉空气', '空气', '弥漫', '想yue', '一股酸酸', '太臭', '还臭', '妈以前', '被熏死']","['好烦  热得很 而且空气中弥漫 奇怪 味道 一会儿 脚臭一会儿 鸡蛋 味道  好想吐 看见对面脱鞋  想yue 真 特别烦 身上黏糊糊  空气 很 流通   空调  能开低点嘛 上班脱鞋这 可以 嘛    好崩溃', '上班无聊码点字这些估计  下半 和今  上半   空掉 护手霜  hillmore 手甲霜 味道 溪畔听风，味道   很喜欢太清冷和带点闷 味道，因为  上班涂 ，涂完以后 让 觉得这班上 有点闷 质地 话涂开 感觉手好像有一层油膜 滋润  手，  手甲霜可', '突然闻到 一股很像 妈以前 空气清新剂 味道 已经过 很久很久很久  想起来 妈以前 养 很肥 金鱼 用来把 藏起来 小床和床帘 被 拿来过家家 小推车 各种棉花 酒精 针头 还有分装药 小袋子原来人闻到某种熟悉 味道 能想起这么多东西']"
13,12,87,12_空气_新鲜_外边_外面,"['空气', '新鲜', '外边', '外面', '离开', '自由', '清新', '新鲜空气', '那一刻空气', '心旷神怡']","['待久 ，对外面 新鲜空气很陌生，站 有风 窗边，才惊觉 真 很需 大自然 治愈，仅仅一阵风， 能让 心旷神怡', '打破封闭空气格局，“双向新风，鲜氧满屋”，居家 受新鲜，呼吸探索自然， 为 带来清新舒适 呼吸体验 无论 家居  还 商店，随时随地 受自然 天然氧气吧 奥克斯空调携手同程旅行推出 ，带 走进大自然 怀抱，感', '今 神谕Fresh air 新鲜空气  身体需 靠草木 植物及花儿所制造 氧气来恢复元气  花点时间走到户外，尽可能 亲近自然之母 怀抱， 将窗帘与窗户打开，让  家再度鲜活 天使捎来这张牌 因为 需 一些新鲜空气， 待 室内太久 ，而  身体与灵魂渴望氧气，将 家中与  窗户打']"
14,13,85,13_快活_风一样自由_idea_什么,"['快活', '风一样自由', 'idea', '什么', '大领导', '电梯', '接连便', '同事', '领导', '新来']","['“idea 这种 值钱 东西  ”“idea 怎么能   值钱 东西呢？idea，创意人 事，能算  heap 吗  ” 他涨红 脸，额上 青筋条条绽出，争辩 ，接连便 难懂 话，什么“互联网思维”，什么“大数据营销”之类，引得众人 哄笑起来， 内外充满 快活 空气  ——From. 维舟', '山本，空气炸锅 丹尼斯一时想 出补救对策，   焦虑 安 这时老板走 进来，见他 脸色非常难看， 想问他怎么回事 还没等老板开口，丹尼斯 立刻坦诚地向他讲述 一切，并主动认错 “这   失误， 一定会尽最大努力挽回损失 ”', '山本 空气炸锅 荣事达 空气炸锅 丹尼斯一时想 出补救对策，   焦虑 安 这时老板走 进来，见他 脸色非常难看， 想问他怎么回事 还没等老板开口，丹尼斯 立刻坦诚地向他讲述 一切，并主动认错 “这   失误， 一定会尽最大努力挽回损失 ”']"
15,14,85,14_感觉_呼吸_待久_空气质量太差,"['感觉', '呼吸', '待久', '空气质量太差', '空气真', '空气', '想吃', '过气来', '空气太差', '怎么办']","['总待 封闭 室内，加强  土金 能量感，  耗克木性 ，所以肝气 舒 走出去，到视野开阔 地方，接近大自然，呼吸新鲜空气，疏肝解郁，醒脾，对于 常经常待  人，  调节 办法', '昨天中午午休，  同事 ，谁 呼吸声很大很重， 当时 ， 会  吧 早上醒来，  感觉自己呼吸声真 很大 很响  以前可 一点声音 没有  最近总 感觉呼吸  很顺，去超市 商场空气 流通 地方，  特别明显感觉氧气 足，想马上出来 鼻腔有血 情况 有一段时间  去小红', '碎碎念 搬 新   靠被 撕 稀碎 柚子皮度 ，开 最大功率 空气净化器和最大程度 窗户形成巨大 对流风， 中间 衣服穿 很薄  冷飕飕，需  小毛毯续命，窗外 嗡嗡 车流声，巨吵无比，难得  能看到旁边郁郁葱葱 老和山，考试冲刺 那周基本上搁置 所有 工作，现']"
16,15,82,15_链接_加湿器_香薰机_链接下单,"['链接', '加湿器', '香薰机', '链接下单', '空气加湿器迷', '卡蛙迷', '小型', '小熊加湿器家用静音', 'usb空气加湿器', '家用空气加湿器']","['卡蛙迷  usb空气加湿器券后只 ￥  领券 O 链接下单   换新卡蛙矿泉水瓶迷 补水加湿器家用卧室小型 车载便携USB精选 O 链接', '顺庭 加湿器 家用静音 迷 空调空气加湿器 | 优惠券后 元包邮迷 静音卧室空气加湿器，超大雾量，微米大雾， 小时加湿，湿润肌肤，双喷雾口 顺庭加湿器家用静音卧室迷 空调空气加湿器 空气净化器香薰，天猫有商家目前报价 元，. O 链接', '顺庭加湿器家用静音卧室迷 空调空气加湿器 空气净化器香薰 优惠价 领卷 . 领拍O 链接 购买O 链接 迷 静音卧室空气加湿器，超大雾量，微米大雾， 小时加湿，湿润肌肤，双喷雾口']"
17,16,79,16_因为_高兴_悲伤_人性,"['因为', '高兴', '悲伤', '人性', '无休止', '每一秒', '往往', '自己', '忍受', '改变']","['.人生， 没有，永远 悲痛； 没有，永远 欢欣 能使 们坚强 ，往往  顺境，而 逆境；能让 们醒悟 ，往往  高兴，而 伤心 学会忍受，懂得艰辛，于曲折中前进  .生活中 烦心琐事 如同空气中 粒粒灰尘  们无法阻止它们进入 们 心田 所以， 们应', '一旦时 时旅游一趟，这辈子大概 定型 ，再 忍受  无休止 学习和工作，心由内而外 野掉，散掉，坐   每一秒  想念自由 空气和生动 相片，怀念列车到站时 身体轻轻 震颤', '一旦时 时 出去旅游 这辈子 定型 再 忍受  无休止 上班下班心由内而外野掉 散掉坐   每一秒  怀念自由 空气和生动 相片怀念列车到站时身体轻轻 震颤怀念旅行中遇到 每 伙伴和每 故事']"
18,17,71,17_颐莲喷雾_脸上_保湿_皮肤,"['颐莲喷雾', '脸上', '保湿', '皮肤', '颐莲', '特别', '补水喷雾', '颐莲补水喷雾真', '常护肤', '干燥']","['晚上好，欢迎来到颐莲✖小杨 团车，夏末秋初护肤季，一 小心 会干燥过敏脱皮，颐莲 国内第一家“专研玻尿酸护肤” 护肤品牌，背靠世界玻尿酸原料大厂福瑞达，可以放心用☑颐莲喷雾 .  实话 以前 太用喷雾，因为第一次用喷雾 体验太差 ，感觉像水枪直接滋 脸上，喷出来 东西感觉  纯粹', '颐莲补水喷雾真 很好用，干皮换季空气比较干燥，皮肤很容易干燥敏感，所以  常护肤 时候很注意给肌肤补充水分，所以 买 颐莲 补水喷雾，想随时随地 补水，结果没想到用起来这么惊喜，一点油腻感 没有，喷上去吸收很快，保湿控油效果非常好，感觉非常清爽', '必备神器颐莲补水喷雾 颐莲补水喷雾真 很好用 干皮，秋天换季空气比较干燥，皮肤很容易干燥敏感，所以  常护肤 时候很注意给肌肤补充水分 所以 买 颐莲 补水喷雾想随时随地补水，结果没想到用起来这么惊喜 手感质地 这款喷雾喷出来 特别细腻 保湿']"
19,18,67,18_香山_冰雪奇缘雪宝_布吉靠窗小单间_唐峤白慕远,"['香山', '冰雪奇缘雪宝', '布吉靠窗小单间', '唐峤白慕远', '推动民营经济高质量发展', 'romadiw', '焚烧', 'tayni', '白鸭绒', '老挝']","['🍁古云人\u202c 闻香疗能\u202c人心疾  ͏人类 嗅功觉\u202c能 四十岁以后渐逐\u202c衰退，而无诱因 退衰\u202c往往 阿尔兹海症默\u202c和帕森金\u202c症等疾病前兆 嗅觉系统与大脑边缘统系\u202c密切连相\u202c，传统医中\u202c学早 提出“芳香开窍”，过通\u202c吸嗅纯正 植精物\u202c油触动嗅觉感，官\u202c 预记防\u202c忆力减退 最好', '湄公河大桥边，等车 间隙间， 老挝 村中小转 村中一位老先生热情地邀请 们到家中小坐 这 一座苗族 村庄， 老挝 属于少数民族，多少被歧视 老人会 英语和少量汉语，以前给欧美人做导游，后来还 村中做过老师 家中可谓“家徒四壁”，除 满墙 照片和回忆 村中 交通非常 便，只有一条', ""ROMADIW - A-Lin词 A-Lin曲 A-Lin/Derri k Sepnio 张德铭/Fergus Chow 贡多杰Tengil ko hoso itaNomita anini aromi'ad misalisin kita tayni to adawangKakamen hanto ato ya kapah ya fo ingkayHalikien o wa'ay namo kakamen to tayni makero toSalikaka mapolong romadiw kitaSalikaka m""]"
20,19,67,19_咖啡_忙碌_观看小奶兔咖啡机_松弛感,"['咖啡', '忙碌', '观看小奶兔咖啡机', '松弛感', '小奶兔咖啡机', '视频时', '工作', '视频', '空气中弥漫', '观看']","['忙碌 上班 常中， 总能找到一些瞬间来缓解压力，尤其 喝咖啡 时候 ☕️ 观看小奶兔咖啡机 视频时，那份细腻 过程让 感受到 一种温暖 松弛感 🌼  特别喜欢看到咖啡豆被研磨 蒸汽喷出，丰富 香气 空气中弥漫，瞬间让人忘却烦恼', '忙碌 工作 中，咖啡总 能让 找到那一丝松弛感 ☕️ 每当   泡上一杯香浓 咖啡，仿佛时间 慢 下来 ⏳ 观看小奶兔咖啡机 视频， 特别喜欢看到它打奶泡 瞬间，那层细腻 奶泡宛如云朵，让人忍 住想  受 🌥️ 那一刻，', '忙碌 上班 常中， 受一杯咖啡总能带来意想 到 松弛感 ☕️ 每当 走进 ，空气中弥漫 刚煮好 咖啡香气，那一刻，所有 烦恼似乎 烟消云散 ✨ 看 小奶兔咖啡机 工作台上忙碌 身影，它把咖啡豆研磨成细腻 粉末，再用蒸汽将热水']"
21,20,66,20_领导_整个_空气_老板,"['领导', '整个', '空气', '老板', '电梯', '下去', '自由', '戴森', '经理', '玩手机']","['冲动惹 祸 双  单 默认 公司地址 然后逐一找客服改地址 改完发现有 能改有  能改，最后稀 糊涂  知哪些改 哪些没改，每天到处找快递[捂脸] 昨刚薅 小公举来帮忙把空气净化器 滤芯扛回家， 到公司又发现两箱管家 手延拉面 放到 门口，绝望中一头躲进 ，鸵鸟大概  这样', '公司 楼下班点巨多人，总楼层 楼，   楼 正点下班  基本上坐 上经过 楼层 电梯，经常 看 它直直地 下去  所以   坐上顶楼再和电梯一起下 前两天 又 坐上顶楼，电梯 挤满 人，空气  咋好，似乎 没有空调一样；下 班 大家  想做无谓 交际，  默默地等待电梯快', '上上周一去上班，因为早上挤电梯 人太多 ，电梯上升 时候突然掉 下去，掉到 几楼 们  知道，当时    面，被这突然 意外吓得半死， 被挤 拥挤 电梯 ，动  能动， 很想做点儿什么，可  脑子已经 好使 ，忘记 所有 求生技巧，虽然离门口很近，看 电梯楼层  数字 暗 下去，']"
